Name,Author,User Rating,Reviews,Price,Year,Genre,Avg rating,Highest  rated book,  rated book,Better Rating,Outliers
If I Stay,Gayle Forman,4.3,7153,9.00,06/07/1905,Fiction,4.614864865,,,,
"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",Eric Larson,4.4,4571,21.00,03/07/1905,Non Fiction,4.615718157,,,,
Inferno,Dan Brown,4.1,29651,14.00,05/07/1905,Fiction,4.616304348,,,,
Inheritance: Book IV (Inheritance Cycle),Christopher Paolini,4.6,5299,20.00,03/07/1905,Fiction,4.617711172,,,,
Instant Pot Pressure Cooker Cookbook: 500 Everyday Recipes for Beginners and Advanced Users. Try Easy and Healthy…,Jennifer Smith,4.4,7396,13.00,11/07/1905,Non Fiction,4.617759563,,,,
Instant Pot Pressure Cooker Cookbook: 500 Everyday Recipes for Beginners and Advanced Users. Try Easy and Healthy…,Jennifer Smith,4.4,7396,13.00,10/07/1905,Non Fiction,4.618356164,,,,
It's Not Supposed to Be This Way: Finding Unexpected Strength When Disappointments Leave You Shattered,Lysa TerKeurst,4.8,7062,12.00,11/07/1905,Non Fiction,4.618956044,,,,
Jesus Calling: Enjoying Peace in His Presence (with Scripture References),Sarah Young,4.9,19576,8.00,03/07/1905,Non Fiction,4.6184573,,,,
Jesus Calling: Enjoying Peace in His Presence (with Scripture References),Sarah Young,4.9,19576,8.00,04/07/1905,Non Fiction,4.617679558,,,,
Jesus Calling: Enjoying Peace in His Presence (with Scripture References),Sarah Young,4.9,19576,8.00,05/07/1905,Non Fiction,4.616897507,,,,
Jesus Calling: Enjoying Peace in His Presence (with Scripture References),Sarah Young,4.9,19576,8.00,06/07/1905,Non Fiction,4.616111111,,,,
Jesus Calling: Enjoying Peace in His Presence (with Scripture References),Sarah Young,4.9,19576,8.00,07/07/1905,Non Fiction,4.615320334,,,,
Jesus Calling: Enjoying Peace in His Presence (with Scripture References),Sarah Young,4.9,19576,8.00,08/07/1905,Non Fiction,4.61452514,,,,
JOURNEY TO THE ICE P,RH Disney,4.6,978,0.00,06/07/1905,Fiction,4.61372549,,,,
Joyland (Hard Case Crime),Stephen King,4.5,4748,12.00,05/07/1905,Fiction,4.613764045,,,,
Killers of the Flower Moon: The Osage Murders and the Birth of the FBI,David Grann,4.6,8393,17.00,09/07/1905,Non Fiction,4.614084507,,,,
Killing Jesus (Bill O'Reilly's Killing Series),Bill O'Reilly,4.5,11391,12.00,05/07/1905,Non Fiction,4.614124294,,,,
Killing Kennedy: The End of Camelot,Bill O'Reilly,4.6,8634,25.00,04/07/1905,Non Fiction,4.614447592,,,,
Killing Lincoln: The Shocking Assassination that Changed America Forever (Bill O'Reilly's Killing Series),Bill O'Reilly,4.7,9342,10.00,03/07/1905,Non Fiction,4.614488636,,,,
Killing Lincoln: The Shocking Assassination that Changed America Forever (Bill O'Reilly's Killing Series),Bill O'Reilly,4.7,9342,10.00,04/07/1905,Non Fiction,4.614245014,,,,
Killing Patton: The Strange Death of World War II's Most Audacious General (Bill O'Reilly's Killing Series),Bill O'Reilly,4.6,10927,6.00,06/07/1905,Non Fiction,4.614,,,,
Killing Reagan: The Violent Assault That Changed a Presidency (Bill O'Reilly's Killing Series),Bill O'Reilly,4.6,5235,5.00,07/07/1905,Non Fiction,4.614040115,,,,
Killing the Rising Sun: How America Vanquished World War II Japan (Bill O'Reilly's Killing Series),Bill O'Reilly,4.8,8916,6.00,08/07/1905,Non Fiction,4.61408046,,,,
Kitchen Confidential Updated Edition: Adventures in the Culinary Underbelly (P.S.),Anthony Bourdain,4.8,2507,8.00,10/07/1905,Non Fiction,4.613544669,,,,
Knock-Knock Jokes for Kids,Rob Elliott,4.5,3673,4.00,05/07/1905,Non Fiction,4.61300578,,,,
Knock-Knock Jokes for Kids,Rob Elliott,4.5,3673,4.00,06/07/1905,Non Fiction,4.613333333,,,,
Knock-Knock Jokes for Kids,Rob Elliott,4.5,3673,4.00,07/07/1905,Non Fiction,4.613662791,,,,
"Last Week Tonight with John Oliver Presents A Day in the Life of Marlon Bundo (Better Bundo Book, LGBT Childrens Book)",Jill Twiss,4.9,11881,13.00,10/07/1905,Fiction,4.613994169,,,,
Laugh-Out-Loud Jokes for Kids,Rob Elliott,4.6,6990,4.00,05/07/1905,Non Fiction,4.613157895,,,,
Laugh-Out-Loud Jokes for Kids,Rob Elliott,4.6,6990,4.00,06/07/1905,Non Fiction,4.613196481,,,,
Laugh-Out-Loud Jokes for Kids,Rob Elliott,4.6,6990,4.00,07/07/1905,Non Fiction,4.613235294,,,,
Laugh-Out-Loud Jokes for Kids,Rob Elliott,4.6,6990,4.00,08/07/1905,Non Fiction,4.613274336,,,,
Laugh-Out-Loud Jokes for Kids,Rob Elliott,4.6,6990,4.00,09/07/1905,Non Fiction,4.613313609,,,,
"Lean In: Women, Work, and the Will to Lead",Sheryl Sandberg,4.5,6132,13.00,05/07/1905,Non Fiction,4.613353116,,,,
Leonardo da Vinci,Walter Isaacson,4.5,3014,21.00,09/07/1905,Non Fiction,4.613690476,,,,
Lettering and Modern Calligraphy: A Beginner's Guide: Learn Hand Lettering and Brush Lettering,Paper Peony Press,4.4,7550,6.00,10/07/1905,Non Fiction,4.614029851,,,,
Liberty and Tyranny: A Conservative Manifesto,Mark R. Levin,4.8,3828,15.00,01/07/1905,Non Fiction,4.614670659,,,,
Life,Keith Richards,4.5,2752,18.00,02/07/1905,Non Fiction,4.614114114,,,,
Little Bee: A Novel,Chris Cleave,4.1,1467,10.00,02/07/1905,Fiction,4.614457831,,,,
Little Blue Truck,Alice Schertle,4.9,1884,0.00,06/07/1905,Fiction,4.616012085,,,,
Little Fires Everywhere,Celeste Ng,4.5,25706,12.00,10/07/1905,Fiction,4.615151515,,,,
Looking for Alaska,John Green,4.5,8491,7.00,06/07/1905,Fiction,4.61550152,,,,
"Love Wins: A Book About Heaven, Hell, and the Fate of Every Person Who Ever Lived",Rob Bell,4.2,1649,13.00,03/07/1905,Non Fiction,4.615853659,,,,
Love You Forever,Robert Munsch,4.8,18613,5.00,06/07/1905,Fiction,4.617125382,,,,
Love You Forever,Robert Munsch,4.8,18613,5.00,07/07/1905,Fiction,4.616564417,,,,
Magnolia Table: A Collection of Recipes for Gathering,Joanna Gaines,4.8,9867,16.00,10/07/1905,Non Fiction,4.616,,,,
Make It Ahead: A Barefoot Contessa Cookbook,Ina Garten,4.5,1386,20.00,06/07/1905,Non Fiction,4.615432099,,,,
Make Your Bed: Little Things That Can Change Your Life...And Maybe the World,Admiral William H. McRaven,4.7,10199,11.00,09/07/1905,Non Fiction,4.615789474,,,,
"Mastering the Art of French Cooking, Vol. 2",Julia Child,4.8,2926,27.00,01/07/1905,Non Fiction,4.61552795,,,,
Milk and Honey,Rupi Kaur,4.7,17739,8.00,08/07/1905,Non Fiction,4.614953271,,,,
Milk and Honey,Rupi Kaur,4.7,17739,8.00,09/07/1905,Non Fiction,4.6146875,,,,
Milk and Honey,Rupi Kaur,4.7,17739,8.00,10/07/1905,Non Fiction,4.614420063,,,,
Milk and Vine: Inspirational Quotes From Classic Vines,Adam Gasiewski,4.4,3113,6.00,09/07/1905,Non Fiction,4.614150943,,,,
Mindset: The New Psychology of Success,Carol S. Dweck,4.6,5542,10.00,06/07/1905,Non Fiction,4.614826498,,,,
Mindset: The New Psychology of Success,Carol S. Dweck,4.6,5542,10.00,07/07/1905,Non Fiction,4.614873418,,,,
Mindset: The New Psychology of Success,Carol S. Dweck,4.6,5542,10.00,08/07/1905,Non Fiction,4.614920635,,,,
Mockingjay (The Hunger Games),Suzanne Collins,4.5,26741,8.00,02/07/1905,Fiction,4.614968153,,,,
Mockingjay (The Hunger Games),Suzanne Collins,4.5,26741,8.00,03/07/1905,Fiction,4.615335463,,,,
Mockingjay (The Hunger Games),Suzanne Collins,4.5,26741,8.00,04/07/1905,Fiction,4.615705128,,,,
"National Geographic Kids Why?: Over 1,111 Answers to Everything",Crispin Boyer,4.8,5347,16.00,11/07/1905,Non Fiction,4.61607717,,,,
National Geographic Little Kids First Big Book of Why (National Geographic Little Kids First Big Books),Amy Shields,4.8,7866,11.00,11/07/1905,Non Fiction,4.615483871,,,,
New Moon (The Twilight Saga),Stephenie Meyer,4.6,5680,10.00,01/07/1905,Fiction,4.614886731,,,,
Night (Night),Elie Wiesel,4.7,5178,9.00,08/07/1905,Non Fiction,4.614935065,,,,
No Easy Day: The Autobiography of a Navy Seal: The Firsthand Account of the Mission That Killed Osama Bin Laden,Mark Owen,4.6,8093,14.00,04/07/1905,Non Fiction,4.61465798,,,,
Obama: An Intimate Portrait,Pete Souza,4.9,3192,22.00,09/07/1905,Non Fiction,4.614705882,,,,
"Oh, the Places You'll Go!",Dr. Seuss,4.9,21834,8.00,04/07/1905,Fiction,4.613770492,,,,
"Oh, the Places You'll Go!",Dr. Seuss,4.9,21834,8.00,05/07/1905,Fiction,4.612828947,,,,
"Oh, the Places You'll Go!",Dr. Seuss,4.9,21834,8.00,06/07/1905,Fiction,4.611881188,,,,
"Oh, the Places You'll Go!",Dr. Seuss,4.9,21834,8.00,07/07/1905,Fiction,4.610927152,,,,
"Oh, the Places You'll Go!",Dr. Seuss,4.9,21834,8.00,08/07/1905,Fiction,4.609966777,,,,
"Oh, the Places You'll Go!",Dr. Seuss,4.9,21834,8.00,09/07/1905,Fiction,4.609,,,,
"Oh, the Places You'll Go!",Dr. Seuss,4.9,21834,8.00,10/07/1905,Fiction,4.608026756,,,,
"Oh, the Places You'll Go!",Dr. Seuss,4.9,21834,8.00,11/07/1905,Fiction,4.60704698,,,,
Old School (Diary of a Wimpy Kid #10),Jeff Kinney,4.8,6169,7.00,07/07/1905,Fiction,4.606060606,,,,
Olive Kitteridge,Elizabeth Strout,4.2,4519,12.00,01/07/1905,Fiction,4.605405405,,,,
One Thousand Gifts: A Dare to Live Fully Right Where You Are,Ann Voskamp,4.6,3163,13.00,03/07/1905,Non Fiction,4.606779661,,,,
One Thousand Gifts: A Dare to Live Fully Right Where You Are,Ann Voskamp,4.6,3163,13.00,04/07/1905,Non Fiction,4.606802721,,,,
"Option B: Facing Adversity, Building Resilience, and Finding Joy",Sheryl Sandberg,4.5,1831,9.00,09/07/1905,Non Fiction,4.606825939,,,,
Origin: A Novel (Robert Langdon),Dan Brown,4.3,18904,13.00,09/07/1905,Fiction,4.607191781,,,,
Orphan Train,Christina Baker Kline,4.6,21930,11.00,06/07/1905,Fiction,4.608247423,,,,
Outliers: The Story of Success,Malcolm Gladwell,4.6,10426,20.00,01/07/1905,Non Fiction,4.608275862,,,,
Outliers: The Story of Success,Malcolm Gladwell,4.6,10426,20.00,02/07/1905,Non Fiction,4.608304498,,,,
P is for Potty! (Sesame Street) (Lift-the-Flap),Naomi Kleinberg,4.7,10820,5.00,10/07/1905,Non Fiction,4.608333333,,,,
P is for Potty! (Sesame Street) (Lift-the-Flap),Naomi Kleinberg,4.7,10820,5.00,11/07/1905,Non Fiction,4.608013937,,,,
Percy Jackson and the Olympians Paperback Boxed Set (Books 1-3),Rick Riordan,4.8,548,2.00,02/07/1905,Fiction,4.607692308,,,,
Player's Handbook (Dungeons & Dragons),Wizards RPG Team,4.8,16990,27.00,09/07/1905,Fiction,4.607017544,,,,
Player's Handbook (Dungeons & Dragons),Wizards RPG Team,4.8,16990,27.00,10/07/1905,Fiction,4.606338028,,,,
Player's Handbook (Dungeons & Dragons),Wizards RPG Team,4.8,16990,27.00,11/07/1905,Fiction,4.60565371,,,,
Pokémon Deluxe Essential Handbook: The Need-to-Know Stats and Facts on Over 700 Pokémon,Scholastic,4.7,3503,9.00,08/07/1905,Fiction,4.604964539,,,,
Proof of Heaven: A Neurosurgeon's Journey into the Afterlife,Eben Alexander,4.3,13616,10.00,04/07/1905,Non Fiction,4.604626335,,,,
Proof of Heaven: A Neurosurgeon's Journey into the Afterlife,Eben Alexander,4.3,13616,10.00,05/07/1905,Non Fiction,4.605714286,,,,
"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,4.5,8580,46.00,01/07/1905,Non Fiction,4.606810036,,,,
"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,4.5,8580,46.00,02/07/1905,Non Fiction,4.607194245,,,,
"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,4.5,8580,46.00,03/07/1905,Non Fiction,4.607581227,,,,
"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,4.5,8580,46.00,04/07/1905,Non Fiction,4.607971014,,,,
"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,4.5,8580,46.00,05/07/1905,Non Fiction,4.608363636,,,,
"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,4.5,8580,46.00,06/07/1905,Non Fiction,4.608759124,,,,
"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,4.5,8580,46.00,07/07/1905,Non Fiction,4.609157509,,,,
"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,4.5,8580,46.00,08/07/1905,Non Fiction,4.609558824,,,,
"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,4.5,8580,46.00,09/07/1905,Non Fiction,4.6099631,,,,
"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,4.5,8580,46.00,10/07/1905,Non Fiction,4.61037037,,,,
Puppy Birthday to You! (Paw Patrol) (Little Golden Book),Golden Books,4.8,4757,4.00,09/07/1905,Fiction,4.610780669,,,,
Quiet: The Power of Introverts in a World That Can't Stop Talking,Susan Cain,4.6,10009,20.00,04/07/1905,Non Fiction,4.610074627,,,,
Quiet: The Power of Introverts in a World That Can't Stop Talking,Susan Cain,4.6,10009,7.00,05/07/1905,Non Fiction,4.61011236,,,,
Radical: Taking Back Your Faith from the American Dream,David Platt,4.7,1985,9.00,02/07/1905,Non Fiction,4.610150376,,,,
Radical: Taking Back Your Faith from the American Dream,David Platt,4.7,1985,9.00,03/07/1905,Non Fiction,4.609811321,,,,
Ready Player One: A Novel,Ernest Cline,4.6,22536,12.00,09/07/1905,Fiction,4.609469697,,,,
Ready Player One: A Novel,Ernest Cline,4.6,22536,12.00,10/07/1905,Fiction,4.609505703,,,,
Rush Revere and the Brave Pilgrims: Time-Travel Adventures with Exceptional Americans (1),Rush Limbaugh,4.9,7150,12.00,05/07/1905,Fiction,4.609541985,,,,
Rush Revere and the First Patriots: Time-Travel Adventures With Exceptional Americans (2),Rush Limbaugh,4.9,3836,12.00,06/07/1905,Fiction,4.608429119,,,,
"Salt, Fat, Acid, Heat: Mastering the Elements of Good Cooking",Samin Nosrat,4.8,7802,20.00,10/07/1905,Non Fiction,4.607307692,,,,
"Salt, Fat, Acid, Heat: Mastering the Elements of Good Cooking",Samin Nosrat,4.8,7802,20.00,11/07/1905,Non Fiction,4.606563707,,,,
Sarah's Key,Tatiana de Rosnay,4.6,3619,10.00,02/07/1905,Fiction,4.605813953,,,,
"School Zone - Big Preschool Workbook - Ages 4 and Up, Colors, Shapes, Numbers 1-10, Alphabet, Pre-Writing, Pre-Reading…",School Zone,4.8,23047,6.00,10/07/1905,Non Fiction,4.605836576,,,,
"School Zone - Big Preschool Workbook - Ages 4 and Up, Colors, Shapes, Numbers 1-10, Alphabet, Pre-Writing, Pre-Reading…",School Zone,4.8,23047,6.00,11/07/1905,Non Fiction,4.605078125,,,,
"Secret Garden: An Inky Treasure Hunt and Coloring Book (For Adults, mindfulness coloring)",Johanna Basford,4.7,9366,9.00,07/07/1905,Non Fiction,4.604313725,,,,
Sh*t My Dad Says,Justin Halpern,4.7,1265,11.00,02/07/1905,Non Fiction,4.603937008,,,,
Ship of Fools: How a Selfish Ruling Class Is Bringing America to the Brink of Revolution,Tucker Carlson,4.8,3923,16.00,10/07/1905,Non Fiction,4.603557312,,,,
Shred: The Revolutionary Diet: 6 Weeks 4 Inches 2 Sizes,Ian K. Smith M.D.,4.1,2272,6.00,05/07/1905,Non Fiction,4.602777778,,,,
Sookie Stackhouse,Charlaine Harris,4.7,973,25.00,01/07/1905,Fiction,4.604780876,,,,
"Soul Healing Miracles: Ancient and New Sacred Wisdom, Knowledge, and Practical Techniques for Healing the Spiritual…",Zhi Gang Sha,4.6,220,17.00,05/07/1905,Non Fiction,4.6044,,,,
Steve Jobs,Walter Isaacson,4.6,7827,20.00,03/07/1905,Non Fiction,4.604417671,,,,
Steve Jobs,Walter Isaacson,4.6,7827,20.00,04/07/1905,Non Fiction,4.604435484,,,,
Strange Planet (Strange Planet Series),Nathan W. Pyle,4.9,9382,6.00,11/07/1905,Fiction,4.604453441,,,,
StrengthsFinder 2.0,Gallup,4,5069,17.00,01/07/1905,Non Fiction,4.603252033,,,,
StrengthsFinder 2.0,Gallup,4,5069,17.00,02/07/1905,Non Fiction,4.605714286,,,,
StrengthsFinder 2.0,Gallup,4,5069,17.00,03/07/1905,Non Fiction,4.608196721,,,,
StrengthsFinder 2.0,Gallup,4,5069,17.00,04/07/1905,Non Fiction,4.610699588,,,,
StrengthsFinder 2.0,Gallup,4,5069,17.00,05/07/1905,Non Fiction,4.61322314,,,,
StrengthsFinder 2.0,Gallup,4,5069,17.00,06/07/1905,Non Fiction,4.615767635,,,,
StrengthsFinder 2.0,Gallup,4,5069,17.00,07/07/1905,Non Fiction,4.618333333,,,,
StrengthsFinder 2.0,Gallup,4,5069,17.00,08/07/1905,Non Fiction,4.620920502,,,,
StrengthsFinder 2.0,Gallup,4,5069,17.00,09/07/1905,Non Fiction,4.623529412,,,,
"Super Freakonomics: Global Cooling, Patriotic Prostitutes, and Why Suicide Bombers Should Buy Life Insurance",Steven D. Levitt,4.5,1583,18.00,01/07/1905,Non Fiction,4.626160338,,,,
Switch: How to Change Things When Change Is Hard,Chip Heath,4.6,1907,13.00,02/07/1905,Non Fiction,4.626694915,,,,
Sycamore Row (Jake Brigance),John Grisham,4.5,23114,18.00,05/07/1905,Fiction,4.626808511,,,,
Teach Like a Champion: 49 Techniques that Put Students on the Path to College,Doug Lemov,4.4,637,20.00,02/07/1905,Non Fiction,4.627350427,,,,
Teach Like a Champion: 49 Techniques that Put Students on the Path to College,Doug Lemov,4.4,637,20.00,03/07/1905,Non Fiction,4.62832618,,,,
The 17 Day Diet: A Doctor's Plan Designed for Rapid Results,Mike Moreno,4.3,2314,22.00,03/07/1905,Non Fiction,4.629310345,,,,
"The 4 Hour Body: An Uncommon Guide to Rapid Fat Loss, Incredible Sex and Becoming Superhuman",Timothy Ferriss,4.3,4587,21.00,03/07/1905,Non Fiction,4.630735931,,,,
The 5 Love Languages: The Secret to Love That Lasts,Gary Chapman,4.7,3477,28.00,02/07/1905,Non Fiction,4.632173913,,,,
The 5 Love Languages: The Secret to Love That Lasts,Gary Chapman,4.7,3477,28.00,03/07/1905,Non Fiction,4.631877729,,,,
The 5 Love Languages: The Secret to Love That Lasts,Gary Chapman,4.7,3477,28.00,04/07/1905,Non Fiction,4.631578947,,,,
The 5 Love Languages: The Secret to Love That Lasts,Gary Chapman,4.7,3477,28.00,05/07/1905,Non Fiction,4.631277533,,,,
The 5 Love Languages: The Secret to Love That Lasts,Gary Chapman,4.7,3477,28.00,06/07/1905,Non Fiction,4.630973451,,,,
The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,4.8,25554,8.00,07/07/1905,Non Fiction,4.630666667,,,,
The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,4.8,25554,8.00,08/07/1905,Non Fiction,4.629910714,,,,
The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,4.8,25554,8.00,09/07/1905,Non Fiction,4.629147982,,,,
The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,4.8,25554,8.00,10/07/1905,Non Fiction,4.628378378,,,,
The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,4.8,25554,8.00,11/07/1905,Non Fiction,4.62760181,,,,
The 5000 Year Leap,W. Cleon Skousen,4.8,1680,12.00,01/07/1905,Non Fiction,4.626818182,,,,
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,4.6,9325,24.00,01/07/1905,Non Fiction,4.626027397,,,,
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,4.6,9325,24.00,03/07/1905,Non Fiction,4.626146789,,,,
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,4.6,9325,24.00,04/07/1905,Non Fiction,4.626267281,,,,
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,4.6,9325,24.00,05/07/1905,Non Fiction,4.626388889,,,,
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,4.7,4725,16.00,07/07/1905,Non Fiction,4.626511628,,,,
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,4.7,4725,16.00,08/07/1905,Non Fiction,4.626168224,,,,
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,4.7,4725,16.00,09/07/1905,Non Fiction,4.625821596,,,,
The Alchemist,Paulo Coelho,4.7,35799,39.00,06/07/1905,Fiction,4.625471698,,,,
The Amateur,Edward Klein,4.6,2580,9.00,04/07/1905,Non Fiction,4.625118483,,,,
The Art of Racing in the Rain: A Novel,Garth Stein,4.7,11813,10.00,02/07/1905,Fiction,4.625238095,,,,
The Art of Racing in the Rain: A Novel,Garth Stein,4.7,11813,10.00,03/07/1905,Fiction,4.624880383,,,,
The Big Short: Inside the Doomsday Machine,Michael Lewis,4.7,3536,17.00,02/07/1905,Non Fiction,4.624519231,,,,
The Blood of Olympus (The Heroes of Olympus (5)),Rick Riordan,4.8,6600,11.00,06/07/1905,Fiction,4.624154589,,,,
"The Blood Sugar Solution: The UltraHealthy Program for Losing Weight, Preventing Disease, and Feeling Great Now!",Mark Hyman M.D.,4.2,1789,14.00,04/07/1905,Non Fiction,4.623300971,,,,
"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",Bessel van der Kolk M.D.,4.8,12361,12.00,11/07/1905,Non Fiction,4.625365854,,,,
The Book of Basketball: The NBA According to The Sports Guy,Bill Simmons,4.7,858,53.00,01/07/1905,Non Fiction,4.624509804,,,,
The Book Thief,Markus Zusak,4.6,23148,6.00,05/07/1905,Fiction,4.624137931,,,,
The Book Thief,Markus Zusak,4.6,23148,6.00,06/07/1905,Fiction,4.624257426,,,,
The Book with No Pictures,B. J. Novak,4.8,8081,8.00,06/07/1905,Fiction,4.624378109,,,,
The Book with No Pictures,B. J. Novak,4.8,8081,8.00,07/07/1905,Fiction,4.6235,,,,
The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,Daniel James Brown,4.8,23358,12.00,06/07/1905,Non Fiction,4.622613065,,,,
The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,Daniel James Brown,4.8,23358,12.00,07/07/1905,Non Fiction,4.621717172,,,,
The Casual Vacancy,J.K. Rowling,3.3,9372,12.00,04/07/1905,Fiction,4.620812183,,,,
The China Study: The Most Comprehensive Study of Nutrition Ever Conducted And the Startling Implications for Diet…,Thomas Campbell,4.7,4633,21.00,03/07/1905,Non Fiction,4.62755102,,,,
The Complete Ketogenic Diet for Beginners: Your Essential Guide to Living the Keto Lifestyle,Amy Ramos,4.3,13061,6.00,10/07/1905,Non Fiction,4.627179487,,,,
The Complete Ketogenic Diet for Beginners: Your Essential Guide to Living the Keto Lifestyle,Amy Ramos,4.3,13061,6.00,11/07/1905,Non Fiction,4.628865979,,,,
The Confession: A Novel,John Grisham,4.3,3523,13.00,02/07/1905,Fiction,4.630569948,,,,
